,authorYear,study,designType,multiBase,multiProbe,cluster,case,phase,A,B,M,session,outcome,complexityMeasure,singleType,mixedType,generalization,level_AB,level_BM,time_A,time_B,time_M,trend_AB,trend_BM
1358,Montague (1992),12,multiProbe,0,1,1,1,B,0,1,0,9,70,mixedType,0,1,0,1,0,8,5,-13,5,0
1359,Montague (1992),12,multiProbe,0,1,1,1,B,0,1,0,10,80,mixedType,0,1,0,1,0,9,6,-12,6,0
1360,Montague (1992),12,multiProbe,0,1,1,1,B,0,1,0,11,70,mixedType,0,1,0,1,0,10,7,-11,7,0
1361,Montague (1992),12,multiProbe,0,1,1,1,M,0,0,1,22,70,mixedType,0,1,0,1,1,21,18,0,18,0
1362,Montague (1992),12,multiProbe,0,1,1,1,M,0,0,1,25,60,mixedType,0,1,0,1,1,24,21,3,21,3
1363,Montague (1992),12,multiProbe,0,1,1,1,M,0,0,1,26,70,mixedType,0,1,0,1,1,25,22,4,22,4
1364,Montague (1992),12,multiProbe,0,1,1,2,A,1,0,0,1,30,mixedType,0,1,0,0,0,0,-7,-21,0,0
1365,Montague (1992),12,multiProbe,0,1,1,2,A,1,0,0,4,30,mixedType,0,1,0,0,0,3,-4,-18,0,0
1366,Montague (1992),12,multiProbe,0,1,1,2,A,1,0,0,7,40,mixedType,0,1,0,0,0,6,-1,-15,0,0
1367,Montague (1992),12,multiProbe,0,1,1,2,B,0,1,0,8,30,mixedType,0,1,0,1,0,7,0,-14,0,0
1368,Montague (1992),12,multiProbe,0,1,1,2,B,0,1,0,9,80,mixedType,0,1,0,1,0,8,1,-13,1,0
1369,Montague (1992),12,multiProbe,0,1,1,2,B,0,1,0,10,40,mixedType,0,1,0,1,0,9,2,-12,2,0
1370,Montague (1992),12,multiProbe,0,1,1,2,B,0,1,0,12,70,mixedType,0,1,0,1,0,11,4,-10,4,0
1371,Montague (1992),12,multiProbe,0,1,1,2,B,0,1,0,13,90,mixedType,0,1,0,1,0,12,5,-9,5,0
1372,Montague (1992),12,multiProbe,0,1,1,2,B,0,1,0,14,70,mixedType,0,1,0,1,0,13,6,-8,6,0
1373,Montague (1992),12,multiProbe,0,1,1,2,B,0,1,0,15,80,mixedType,0,1,0,1,0,14,7,-7,7,0
1374,Montague (1992),12,multiProbe,0,1,1,2,M,0,0,1,22,70,mixedType,0,1,0,1,1,21,14,0,14,0
1375,Montague (1992),12,multiProbe,0,1,1,2,M,0,0,1,25,30,mixedType,0,1,0,1,1,24,17,3,17,3
1376,Montague (1992),12,multiProbe,0,1,1,3,A,1,0,0,1,10,mixedType,0,1,0,0,0,0,-11,0,0,0
1377,Montague (1992),12,multiProbe,0,1,1,3,A,1,0,0,4,30,mixedType,0,1,0,0,0,3,-8,0,0,0
1378,Montague (1992),12,multiProbe,0,1,1,3,A,1,0,0,10,30,mixedType,0,1,0,0,0,9,-2,0,0,0
1379,Montague (1992),12,multiProbe,0,1,1,3,B,0,1,0,12,30,mixedType,0,1,0,1,0,11,0,0,0,0
1380,Montague (1992),12,multiProbe,0,1,1,3,B,0,1,0,13,30,mixedType,0,1,0,1,0,12,1,0,1,0
1381,Montague (1992),12,multiProbe,0,1,1,3,B,0,1,0,15,20,mixedType,0,1,0,1,0,14,3,0,3,0
1382,Montague (1992),12,multiProbe,0,1,1,3,B,0,1,0,16,50,mixedType,0,1,0,1,0,15,4,0,4,0
1383,Montague (1992),12,multiProbe,0,1,1,3,B,0,1,0,17,30,mixedType,0,1,0,1,0,16,5,0,5,0
1384,Montague (1992),12,multiProbe,0,1,1,3,B,0,1,0,18,50,mixedType,0,1,0,1,0,17,6,0,6,0
1385,Montague (1992),12,multiProbe,0,1,1,3,B,0,1,0,19,30,mixedType,0,1,0,1,0,18,7,0,7,0
1386,Montague (1992),12,multiProbe,0,1,1,3,B,0,1,0,20,30,mixedType,0,1,0,1,0,19,8,0,8,0
1387,Montague (1992),12,multiProbe,0,1,1,3,B,0,1,0,21,40,mixedType,0,1,0,1,0,20,9,0,9,0
1388,Montague (1992),12,multiProbe,0,1,1,3,B,0,1,0,22,60,mixedType,0,1,0,1,0,21,10,0,10,0
1389,Montague (1992),12,multiProbe,0,1,1,3,B,0,1,0,23,50,mixedType,0,1,0,1,0,22,11,0,11,0
1390,Montague & Bos (1986),13,multiBase,1,0,1,1,A,1,0,0,1,50,mixedType,0,1,0,0,0,0,-3,0,0,0
1391,Montague & Bos (1986),13,multiBase,1,0,1,1,A,1,0,0,2,40,mixedType,0,1,0,0,0,1,-2,0,0,0
1392,Montague & Bos (1986),13,multiBase,1,0,1,1,A,1,0,0,3,10,mixedType,0,1,0,0,0,2,-1,0,0,0
1393,Montague & Bos (1986),13,multiBase,1,0,1,1,B,0,1,0,4,70,mixedType,0,1,0,1,0,3,0,0,0,0
1394,Montague & Bos (1986),13,multiBase,1,0,1,1,B,0,1,0,5,60,mixedType,0,1,0,1,0,4,1,0,1,0
1395,Montague & Bos (1986),13,multiBase,1,0,1,1,B,0,1,0,6,80,mixedType,0,1,0,1,0,5,2,0,2,0
1396,Montague & Bos (1986),13,multiBase,1,0,1,1,B,0,1,0,7,70,mixedType,0,1,0,1,0,6,3,0,3,0
1397,Montague & Bos (1986),13,multiBase,1,0,1,1,B,0,1,0,8,90,mixedType,0,1,0,1,0,7,4,0,4,0
1398,Montague & Bos (1986),13,multiBase,1,0,1,1,B,0,1,0,9,100,mixedType,0,1,0,1,0,8,5,0,5,0
1399,Montague & Bos (1986),13,multiBase,1,0,1,2,A,1,0,0,1,30,mixedType,0,1,0,0,0,0,-7,-17,0,0
1400,Montague & Bos (1986),13,multiBase,1,0,1,2,A,1,0,0,2,20,mixedType,0,1,0,0,0,1,-6,-16,0,0
1401,Montague & Bos (1986),13,multiBase,1,0,1,2,A,1,0,0,3,50,mixedType,0,1,0,0,0,2,-5,-15,0,0
1402,Montague & Bos (1986),13,multiBase,1,0,1,2,A,1,0,0,4,40,mixedType,0,1,0,0,0,3,-4,-14,0,0
1403,Montague & Bos (1986),13,multiBase,1,0,1,2,A,1,0,0,5,20,mixedType,0,1,0,0,0,4,-3,-13,0,0
1404,Montague & Bos (1986),13,multiBase,1,0,1,2,A,1,0,0,6,40,mixedType,0,1,0,0,0,5,-2,-12,0,0
1405,Montague & Bos (1986),13,multiBase,1,0,1,2,A,1,0,0,7,30,mixedType,0,1,0,0,0,6,-1,-11,0,0
1406,Montague & Bos (1986),13,multiBase,1,0,1,2,B,0,1,0,8,60,mixedType,0,1,0,1,0,7,0,-10,0,0
1407,Montague & Bos (1986),13,multiBase,1,0,1,2,B,0,1,0,9,90,mixedType,0,1,0,1,0,8,1,-9,1,0
1408,Montague & Bos (1986),13,multiBase,1,0,1,2,B,0,1,0,10,100,mixedType,0,1,0,1,0,9,2,-8,2,0
1409,Montague & Bos (1986),13,multiBase,1,0,1,2,B,0,1,0,11,80,mixedType,0,1,0,1,0,10,3,-7,3,0
1410,Montague & Bos (1986),13,multiBase,1,0,1,2,B,0,1,0,12,50,mixedType,0,1,0,1,0,11,4,-6,4,0
1411,Montague & Bos (1986),13,multiBase,1,0,1,2,B,0,1,0,13,100,mixedType,0,1,0,1,0,12,5,-5,5,0
1412,Montague & Bos (1986),13,multiBase,1,0,1,2,B,0,1,0,14,90,mixedType,0,1,0,1,0,13,6,-4,6,0
1413,Montague & Bos (1986),13,multiBase,1,0,1,2,B,0,1,0,15,90,mixedType,0,1,0,1,0,14,7,-3,7,0
1414,Montague & Bos (1986),13,multiBase,1,0,1,2,B,0,1,0,16,80,mixedType,0,1,0,1,0,15,8,-2,8,0
1415,Montague & Bos (1986),13,multiBase,1,0,1,2,M,0,0,1,18,50,mixedType,0,1,0,1,1,17,10,0,10,0
1416,Montague & Bos (1986),13,multiBase,1,0,1,2,M,0,0,1,20,70,mixedType,0,1,0,1,1,19,12,2,12,2
1417,Montague & Bos (1986),13,multiBase,1,0,1,3,A,1,0,0,1,50,mixedType,0,1,0,0,0,0,-10,0,0,0
1418,Montague & Bos (1986),13,multiBase,1,0,1,3,A,1,0,0,2,50,mixedType,0,1,0,0,0,1,-9,0,0,0
1419,Montague & Bos (1986),13,multiBase,1,0,1,3,A,1,0,0,3,20,mixedType,0,1,0,0,0,2,-8,0,0,0
1420,Montague & Bos (1986),13,multiBase,1,0,1,3,A,1,0,0,4,60,mixedType,0,1,0,0,0,3,-7,0,0,0
1421,Montague & Bos (1986),13,multiBase,1,0,1,3,A,1,0,0,5,20,mixedType,0,1,0,0,0,4,-6,0,0,0
1422,Montague & Bos (1986),13,multiBase,1,0,1,3,A,1,0,0,6,60,mixedType,0,1,0,0,0,5,-5,0,0,0
1423,Montague & Bos (1986),13,multiBase,1,0,1,3,A,1,0,0,7,70,mixedType,0,1,0,0,0,6,-4,0,0,0
1424,Montague & Bos (1986),13,multiBase,1,0,1,3,A,1,0,0,8,70,mixedType,0,1,0,0,0,7,-3,0,0,0
1425,Montague & Bos (1986),13,multiBase,1,0,1,3,A,1,0,0,9,40,mixedType,0,1,0,0,0,8,-2,0,0,0
1426,Montague & Bos (1986),13,multiBase,1,0,1,3,A,1,0,0,10,50,mixedType,0,1,0,0,0,9,-1,0,0,0
1427,Montague & Bos (1986),13,multiBase,1,0,1,3,B,0,1,0,11,40,mixedType,0,1,0,1,0,10,0,0,0,0
1428,Montague & Bos (1986),13,multiBase,1,0,1,3,B,0,1,0,12,60,mixedType,0,1,0,1,0,11,1,0,1,0
1429,Montague & Bos (1986),13,multiBase,1,0,1,3,B,0,1,0,13,80,mixedType,0,1,0,1,0,12,2,0,2,0
1430,Montague & Bos (1986),13,multiBase,1,0,1,3,B,0,1,0,14,70,mixedType,0,1,0,1,0,13,3,0,3,0
1431,Montague & Bos (1986),13,multiBase,1,0,1,3,B,0,1,0,15,80,mixedType,0,1,0,1,0,14,4,0,4,0
1432,Montague & Bos (1986),13,multiBase,1,0,1,3,B,0,1,0,16,70,mixedType,0,1,0,1,0,15,5,0,5,0
1433,Montague & Bos (1986),13,multiBase,1,0,1,4,A,1,0,0,1,20,mixedType,0,1,0,0,0,0,-3,-9,0,0
1434,Montague & Bos (1986),13,multiBase,1,0,1,4,A,1,0,0,2,20,mixedType,0,1,0,0,0,1,-2,-8,0,0
1435,Montague & Bos (1986),13,multiBase,1,0,1,4,A,1,0,0,3,20,mixedType,0,1,0,0,0,2,-1,-7,0,0
1436,Montague & Bos (1986),13,multiBase,1,0,1,4,B,0,1,0,4,60,mixedType,0,1,0,1,0,3,0,-6,0,0
1437,Montague & Bos (1986),13,multiBase,1,0,1,4,B,0,1,0,5,90,mixedType,0,1,0,1,0,4,1,-5,1,0
1438,Montague & Bos (1986),13,multiBase,1,0,1,4,B,0,1,0,6,70,mixedType,0,1,0,1,0,5,2,-4,2,0
1439,Montague & Bos (1986),13,multiBase,1,0,1,4,B,0,1,0,7,100,mixedType,0,1,0,1,0,6,3,-3,3,0
1440,Montague & Bos (1986),13,multiBase,1,0,1,4,B,0,1,0,8,90,mixedType,0,1,0,1,0,7,4,-2,4,0
1441,Montague & Bos (1986),13,multiBase,1,0,1,4,M,0,0,1,10,80,mixedType,0,1,0,1,1,9,6,0,6,0
1442,Montague & Bos (1986),13,multiBase,1,0,1,4,M,0,0,1,11,100,mixedType,0,1,0,1,1,10,7,1,7,1
1443,Montague & Bos (1986),13,multiBase,1,0,1,5,A,1,0,0,1,0,mixedType,0,1,0,0,0,0,-7,-16,0,0
1444,Montague & Bos (1986),13,multiBase,1,0,1,5,A,1,0,0,2,0,mixedType,0,1,0,0,0,1,-6,-15,0,0
1445,Montague & Bos (1986),13,multiBase,1,0,1,5,A,1,0,0,3,0,mixedType,0,1,0,0,0,2,-5,-14,0,0
1446,Montague & Bos (1986),13,multiBase,1,0,1,5,A,1,0,0,4,0,mixedType,0,1,0,0,0,3,-4,-13,0,0
1447,Montague & Bos (1986),13,multiBase,1,0,1,5,A,1,0,0,5,0,mixedType,0,1,0,0,0,4,-3,-12,0,0
1448,Montague & Bos (1986),13,multiBase,1,0,1,5,A,1,0,0,6,0,mixedType,0,1,0,0,0,5,-2,-11,0,0
1449,Montague & Bos (1986),13,multiBase,1,0,1,5,A,1,0,0,7,0,mixedType,0,1,0,0,0,6,-1,-10,0,0
1450,Montague & Bos (1986),13,multiBase,1,0,1,5,B,0,1,0,8,60,mixedType,0,1,0,1,0,7,0,-9,0,0
1451,Montague & Bos (1986),13,multiBase,1,0,1,5,B,0,1,0,9,60,mixedType,0,1,0,1,0,8,1,-8,1,0
1452,Montague & Bos (1986),13,multiBase,1,0,1,5,B,0,1,0,10,50,mixedType,0,1,0,1,0,9,2,-7,2,0
1453,Montague & Bos (1986),13,multiBase,1,0,1,5,B,0,1,0,11,40,mixedType,0,1,0,1,0,10,3,-6,3,0
1454,Montague & Bos (1986),13,multiBase,1,0,1,5,B,0,1,0,12,80,mixedType,0,1,0,1,0,11,4,-5,4,0
1455,Montague & Bos (1986),13,multiBase,1,0,1,5,B,0,1,0,13,70,mixedType,0,1,0,1,0,12,5,-4,5,0
1456,Montague & Bos (1986),13,multiBase,1,0,1,5,B,0,1,0,14,80,mixedType,0,1,0,1,0,13,6,-3,6,0
1457,Montague & Bos (1986),13,multiBase,1,0,1,5,B,0,1,0,15,40,mixedType,0,1,0,1,0,14,7,-2,7,0
1458,Montague & Bos (1986),13,multiBase,1,0,1,5,M,0,0,1,17,50,mixedType,0,1,0,1,1,16,9,0,9,0
1459,Montague & Bos (1986),13,multiBase,1,0,1,5,M,0,0,1,20,100,mixedType,0,1,0,1,1,19,12,3,12,3
1460,Montague & Bos (1986),13,multiBase,1,0,1,6,A,1,0,0,1,30,mixedType,0,1,0,0,0,0,-10,-15,0,0
1461,Montague & Bos (1986),13,multiBase,1,0,1,6,A,1,0,0,2,10,mixedType,0,1,0,0,0,1,-9,-14,0,0
1462,Montague & Bos (1986),13,multiBase,1,0,1,6,A,1,0,0,3,30,mixedType,0,1,0,0,0,2,-8,-13,0,0
1463,Montague & Bos (1986),13,multiBase,1,0,1,6,A,1,0,0,4,0,mixedType,0,1,0,0,0,3,-7,-12,0,0
1464,Montague & Bos (1986),13,multiBase,1,0,1,6,A,1,0,0,5,10,mixedType,0,1,0,0,0,4,-6,-11,0,0
1465,Montague & Bos (1986),13,multiBase,1,0,1,6,A,1,0,0,6,10,mixedType,0,1,0,0,0,5,-5,-10,0,0
1466,Montague & Bos (1986),13,multiBase,1,0,1,6,A,1,0,0,7,10,mixedType,0,1,0,0,0,6,-4,-9,0,0
1467,Montague & Bos (1986),13,multiBase,1,0,1,6,A,1,0,0,8,10,mixedType,0,1,0,0,0,7,-3,-8,0,0
1468,Montague & Bos (1986),13,multiBase,1,0,1,6,A,1,0,0,9,20,mixedType,0,1,0,0,0,8,-2,-7,0,0
1469,Montague & Bos (1986),13,multiBase,1,0,1,6,A,1,0,0,10,10,mixedType,0,1,0,0,0,9,-1,-6,0,0
1470,Montague & Bos (1986),13,multiBase,1,0,1,6,B,0,1,0,11,80,mixedType,0,1,0,1,0,10,0,-5,0,0
1471,Montague & Bos (1986),13,multiBase,1,0,1,6,B,0,1,0,12,70,mixedType,0,1,0,1,0,11,1,-4,1,0
1472,Montague & Bos (1986),13,multiBase,1,0,1,6,B,0,1,0,13,70,mixedType,0,1,0,1,0,12,2,-3,2,0
1473,Montague & Bos (1986),13,multiBase,1,0,1,6,B,0,1,0,14,90,mixedType,0,1,0,1,0,13,3,-2,3,0
1474,Montague & Bos (1986),13,multiBase,1,0,1,6,M,0,0,1,16,80,mixedType,0,1,0,1,1,15,5,0,5,0
1475,Montague & Bos (1986),13,multiBase,1,0,1,6,M,0,0,1,17,80,mixedType,0,1,0,1,1,16,6,1,6,1
1476,Peltier et al. (2020),14,multiProbe,0,1,1,1,A,1,0,0,1,34,mixedType,0,1,0,0,0,0,-5,-20,0,0
1477,Peltier et al. (2020),14,multiProbe,0,1,1,1,A,1,0,0,2,18,mixedType,0,1,0,0,0,1,-4,-19,0,0
1478,Peltier et al. (2020),14,multiProbe,0,1,1,1,A,1,0,0,3,25,mixedType,0,1,0,0,0,2,-3,-18,0,0
1479,Peltier et al. (2020),14,multiProbe,0,1,1,1,A,1,0,0,4,33,mixedType,0,1,0,0,0,3,-2,-17,0,0
1480,Peltier et al. (2020),14,multiProbe,0,1,1,1,A,1,0,0,5,25,mixedType,0,1,0,0,0,4,-1,-16,0,0
1481,Peltier et al. (2020),14,multiProbe,0,1,1,1,B,0,1,0,6,100,singleType,1,0,0,1,0,5,0,-15,0,0
1482,Peltier et al. (2020),14,multiProbe,0,1,1,1,B,0,1,0,7,100,singleType,1,0,0,1,0,6,1,-14,1,0
1483,Peltier et al. (2020),14,multiProbe,0,1,1,1,B,0,1,0,8,100,singleType,1,0,0,1,0,7,2,-13,2,0
1484,Peltier et al. (2020),14,multiProbe,0,1,1,1,B,0,1,0,9,100,generalization,0,0,1,1,0,8,3,-12,3,0
1485,Peltier et al. (2020),14,multiProbe,0,1,1,1,B,0,1,0,10,100,singleType,1,0,0,1,0,9,4,-11,4,0
1486,Peltier et al. (2020),14,multiProbe,0,1,1,1,B,0,1,0,11,90,singleType,1,0,0,1,0,10,5,-10,5,0
1487,Peltier et al. (2020),14,multiProbe,0,1,1,1,B,0,1,0,12,100,singleType,1,0,0,1,0,11,6,-9,6,0
1488,Peltier et al. (2020),14,multiProbe,0,1,1,1,B,0,1,0,13,100,generalization,0,0,1,1,0,12,7,-8,7,0
1489,Peltier et al. (2020),14,multiProbe,0,1,1,1,B,0,1,0,14,100,singleType,1,0,0,1,0,13,8,-7,8,0
1490,Peltier et al. (2020),14,multiProbe,0,1,1,1,B,0,1,0,15,100,singleType,1,0,0,1,0,14,9,-6,9,0
1491,Peltier et al. (2020),14,multiProbe,0,1,1,1,B,0,1,0,16,100,singleType,1,0,0,1,0,15,10,-5,10,0
1492,Peltier et al. (2020),14,multiProbe,0,1,1,1,B,0,1,0,17,90,generalization,0,0,1,1,0,16,11,-4,11,0
1493,Peltier et al. (2020),14,multiProbe,0,1,1,1,B,0,1,0,18,80,mixedType,0,1,0,1,0,17,12,-3,12,0
1494,Peltier et al. (2020),14,multiProbe,0,1,1,1,B,0,1,0,19,80,mixedType,0,1,0,1,0,18,13,-2,13,0
1495,Peltier et al. (2020),14,multiProbe,0,1,1,1,B,0,1,0,20,95,mixedType,0,1,0,1,0,19,14,-1,14,0
1496,Peltier et al. (2020),14,multiProbe,0,1,1,1,M,0,0,1,21,80,mixedType,0,1,0,1,1,20,15,0,15,0
1497,Peltier et al. (2020),14,multiProbe,0,1,1,1,M,0,0,1,22,100,mixedType,0,1,0,1,1,21,16,1,16,1
1498,Peltier et al. (2020),14,multiProbe,0,1,1,1,M,0,0,1,23,75,mixedType,0,1,0,1,1,22,17,2,17,2
1499,Peltier et al. (2020),14,multiProbe,0,1,1,1,M,0,0,1,24,97,mixedType,0,1,0,1,1,23,18,3,18,3
1500,Peltier et al. (2020),14,multiProbe,0,1,1,1,M,0,0,1,25,99,mixedType,0,1,0,1,1,24,19,4,19,4
1501,Peltier et al. (2020),14,multiProbe,0,1,1,1,M,0,0,1,26,100,mixedType,0,1,0,1,1,25,20,5,20,5
1502,Peltier et al. (2020),14,multiProbe,0,1,1,2,A,1,0,0,1,50,mixedType,0,1,0,0,0,0,-8,-23,0,0
1503,Peltier et al. (2020),14,multiProbe,0,1,1,2,A,1,0,0,2,26,mixedType,0,1,0,0,0,1,-7,-22,0,0
1504,Peltier et al. (2020),14,multiProbe,0,1,1,2,A,1,0,0,3,44,mixedType,0,1,0,0,0,2,-6,-21,0,0
1505,Peltier et al. (2020),14,multiProbe,0,1,1,2,A,1,0,0,6,25,mixedType,0,1,0,0,0,5,-3,-18,0,0
1506,Peltier et al. (2020),14,multiProbe,0,1,1,2,A,1,0,0,7,9,mixedType,0,1,0,0,0,6,-2,-17,0,0
1507,Peltier et al. (2020),14,multiProbe,0,1,1,2,A,1,0,0,8,25,mixedType,0,1,0,0,0,7,-1,-16,0,0
1508,Peltier et al. (2020),14,multiProbe,0,1,1,2,B,0,1,0,9,90,singleType,1,0,0,1,0,8,0,-15,0,0
1509,Peltier et al. (2020),14,multiProbe,0,1,1,2,B,0,1,0,10,100,singleType,1,0,0,1,0,9,1,-14,1,0
1510,Peltier et al. (2020),14,multiProbe,0,1,1,2,B,0,1,0,11,100,singleType,1,0,0,1,0,10,2,-13,2,0
1511,Peltier et al. (2020),14,multiProbe,0,1,1,2,B,0,1,0,12,100,generalization,0,0,1,1,0,11,3,-12,3,0
1512,Peltier et al. (2020),14,multiProbe,0,1,1,2,B,0,1,0,13,90,singleType,1,0,0,1,0,12,4,-11,4,0
1513,Peltier et al. (2020),14,multiProbe,0,1,1,2,B,0,1,0,14,100,singleType,1,0,0,1,0,13,5,-10,5,0
1514,Peltier et al. (2020),14,multiProbe,0,1,1,2,B,0,1,0,15,100,singleType,1,0,0,1,0,14,6,-9,6,0
1515,Peltier et al. (2020),14,multiProbe,0,1,1,2,B,0,1,0,16,100,generalization,0,0,1,1,0,15,7,-8,7,0
1516,Peltier et al. (2020),14,multiProbe,0,1,1,2,B,0,1,0,17,85,singleType,1,0,0,1,0,16,8,-7,8,0
1517,Peltier et al. (2020),14,multiProbe,0,1,1,2,B,0,1,0,18,100,singleType,1,0,0,1,0,17,9,-6,9,0
1518,Peltier et al. (2020),14,multiProbe,0,1,1,2,B,0,1,0,19,70,singleType,1,0,0,1,0,18,10,-5,10,0
1519,Peltier et al. (2020),14,multiProbe,0,1,1,2,B,0,1,0,20,75,generalization,0,0,1,1,0,19,11,-4,11,0
1520,Peltier et al. (2020),14,multiProbe,0,1,1,2,B,0,1,0,21,100,mixedType,0,1,0,1,0,20,12,-3,12,0
1521,Peltier et al. (2020),14,multiProbe,0,1,1,2,B,0,1,0,22,85,mixedType,0,1,0,1,0,21,13,-2,13,0
1522,Peltier et al. (2020),14,multiProbe,0,1,1,2,B,0,1,0,23,65,mixedType,0,1,0,1,0,22,14,-1,14,0
1523,Peltier et al. (2020),14,multiProbe,0,1,1,2,M,0,0,1,24,90,mixedType,0,1,0,1,1,23,15,0,15,0
1524,Peltier et al. (2020),14,multiProbe,0,1,1,2,M,0,0,1,25,95,mixedType,0,1,0,1,1,24,16,1,16,1
1525,Peltier et al. (2020),14,multiProbe,0,1,1,2,M,0,0,1,26,99,mixedType,0,1,0,1,1,25,17,2,17,2
1526,Peltier et al. (2020),14,multiProbe,0,1,1,2,M,0,0,1,27,100,mixedType,0,1,0,1,1,26,18,3,18,3
1527,Peltier et al. (2020),14,multiProbe,0,1,1,3,A,1,0,0,1,35,mixedType,0,1,0,0,0,0,-11,-26,0,0
1528,Peltier et al. (2020),14,multiProbe,0,1,1,3,A,1,0,0,2,25,mixedType,0,1,0,0,0,1,-10,-25,0,0
1529,Peltier et al. (2020),14,multiProbe,0,1,1,3,A,1,0,0,3,0,mixedType,0,1,0,0,0,2,-9,-24,0,0
1530,Peltier et al. (2020),14,multiProbe,0,1,1,3,A,1,0,0,6,15,mixedType,0,1,0,0,0,5,-6,-21,0,0
1531,Peltier et al. (2020),14,multiProbe,0,1,1,3,A,1,0,0,7,50,mixedType,0,1,0,0,0,6,-5,-20,0,0
1532,Peltier et al. (2020),14,multiProbe,0,1,1,3,A,1,0,0,8,15,mixedType,0,1,0,0,0,7,-4,-19,0,0
1533,Peltier et al. (2020),14,multiProbe,0,1,1,3,A,1,0,0,9,15,mixedType,0,1,0,0,0,8,-3,-18,0,0
1534,Peltier et al. (2020),14,multiProbe,0,1,1,3,A,1,0,0,10,30,mixedType,0,1,0,0,0,9,-2,-17,0,0
1535,Peltier et al. (2020),14,multiProbe,0,1,1,3,A,1,0,0,11,50,mixedType,0,1,0,0,0,10,-1,-16,0,0
1536,Peltier et al. (2020),14,multiProbe,0,1,1,3,B,0,1,0,12,90,singleType,1,0,0,1,0,11,0,-15,0,0
1537,Peltier et al. (2020),14,multiProbe,0,1,1,3,B,0,1,0,13,100,singleType,1,0,0,1,0,12,1,-14,1,0
1538,Peltier et al. (2020),14,multiProbe,0,1,1,3,B,0,1,0,14,100,singleType,1,0,0,1,0,13,2,-13,2,0
1539,Peltier et al. (2020),14,multiProbe,0,1,1,3,B,0,1,0,15,100,generalization,0,0,1,1,0,14,3,-12,3,0
1540,Peltier et al. (2020),14,multiProbe,0,1,1,3,B,0,1,0,16,100,singleType,1,0,0,1,0,15,4,-11,4,0
1541,Peltier et al. (2020),14,multiProbe,0,1,1,3,B,0,1,0,17,65,singleType,1,0,0,1,0,16,5,-10,5,0
1542,Peltier et al. (2020),14,multiProbe,0,1,1,3,B,0,1,0,18,75,singleType,1,0,0,1,0,17,6,-9,6,0
1543,Peltier et al. (2020),14,multiProbe,0,1,1,3,B,0,1,0,19,90,generalization,0,0,1,1,0,18,7,-8,7,0
1544,Peltier et al. (2020),14,multiProbe,0,1,1,3,B,0,1,0,20,80,singleType,1,0,0,1,0,19,8,-7,8,0
1545,Peltier et al. (2020),14,multiProbe,0,1,1,3,B,0,1,0,21,90,singleType,1,0,0,1,0,20,9,-6,9,0
1546,Peltier et al. (2020),14,multiProbe,0,1,1,3,B,0,1,0,22,65,singleType,1,0,0,1,0,21,10,-5,10,0
1547,Peltier et al. (2020),14,multiProbe,0,1,1,3,B,0,1,0,23,100,generalization,0,0,1,1,0,22,11,-4,11,0
1548,Peltier et al. (2020),14,multiProbe,0,1,1,3,B,0,1,0,24,40,mixedType,0,1,0,1,0,23,12,-3,12,0
1549,Peltier et al. (2020),14,multiProbe,0,1,1,3,B,0,1,0,25,70,mixedType,0,1,0,1,0,24,13,-2,13,0
1550,Peltier et al. (2020),14,multiProbe,0,1,1,3,B,0,1,0,26,90,mixedType,0,1,0,1,0,25,14,-1,14,0
1551,Peltier et al. (2020),14,multiProbe,0,1,1,3,M,0,0,1,27,75,mixedType,0,1,0,1,1,26,15,0,15,0
1552,Peltier et al. (2020),14,multiProbe,0,1,1,3,M,0,0,1,28,90,mixedType,0,1,0,1,1,27,16,1,16,1
1553,Peltier et al. (2021),15,multiProbe,0,1,1,1,A,1,0,0,1,25,mixedType,0,1,0,0,0,0,-5,-20,0,0
1554,Peltier et al. (2021),15,multiProbe,0,1,1,1,A,1,0,0,2,43,mixedType,0,1,0,0,0,1,-4,-19,0,0
1555,Peltier et al. (2021),15,multiProbe,0,1,1,1,A,1,0,0,3,25,mixedType,0,1,0,0,0,2,-3,-18,0,0
1556,Peltier et al. (2021),15,multiProbe,0,1,1,1,A,1,0,0,4,42,mixedType,0,1,0,0,0,3,-2,-17,0,0
1557,Peltier et al. (2021),15,multiProbe,0,1,1,1,A,1,0,0,5,50,mixedType,0,1,0,0,0,4,-1,-16,0,0
1558,Peltier et al. (2021),15,multiProbe,0,1,1,1,B,0,1,0,6,43,singleType,1,0,0,1,0,5,0,-15,0,0
1559,Peltier et al. (2021),15,multiProbe,0,1,1,1,B,0,1,0,7,25,singleType,1,0,0,1,0,6,1,-14,1,0
1560,Peltier et al. (2021),15,multiProbe,0,1,1,1,B,0,1,0,8,50,singleType,1,0,0,1,0,7,2,-13,2,0
1561,Peltier et al. (2021),15,multiProbe,0,1,1,1,B,0,1,0,10,100,singleType,1,0,0,1,0,9,4,-11,4,0
1562,Peltier et al. (2021),15,multiProbe,0,1,1,1,B,0,1,0,11,50,singleType,1,0,0,1,0,10,5,-10,5,0
1563,Peltier et al. (2021),15,multiProbe,0,1,1,1,B,0,1,0,12,100,singleType,1,0,0,1,0,11,6,-9,6,0
1564,Peltier et al. (2021),15,multiProbe,0,1,1,1,B,0,1,0,13,30,generalization,0,0,1,1,0,12,7,-8,7,0
1565,Peltier et al. (2021),15,multiProbe,0,1,1,1,B,0,1,0,14,85,singleType,1,0,0,1,0,13,8,-7,8,0
